Name,Height,Weight,Age,Sex,Profession,Salary,Height_indicator,Weight_indicator,Apartments_count
Корнилов Степан,176.0,51.0,55,м,автослесарь,346000,0,0,0
Брагин Артемий,182.0,61.0,60,м,студент,37000,0,0,0
Крылов Леонтий,179.0,77.0,46,м,инженер,164000,0,0,1
Прохоров Дамир,177.0,62.0,57,м,программист,178000,0,0,0
Иванов Пётр,189.0,98.0,61,м,студент,259000,0,0,1
Данилов Владислав,189.0,67.0,25,м,преподаватель,362000,0,0,1
Ермаков Владимир,169.0,113.0,61,м,инженер,152000,0,0,1
Никонов Касьян,192.0,85.0,39,м,программист,57000,0,0,0
Яковлев Макарий,179.0,97.0,77,м,сантехник,133000,0,0,0
Муравьёв Николай,192.0,69.0,51,м,программист,308000,0,0,0
Пономарёв Феликс,184.0,64.0,52,м,сантехник,428000,0,0,1
Кузнецов Зорийй,171.0,69.0,72,м,студент,200000,0,0,0
Герасимов Харитон,177.0,58.0,44,м,программист,53000,0,0,1
Фомичёв Фёдор,174.52731681034481,76.0,80,м,бухгалтер,289000,1,0,0
Копылов Савелий,182.0,55.0,87,м,преподаватель,492000,0,0,0
Рожков Климент,175.0,77.0,24,м,преподаватель,408000,0,0,0
Тетерин Серафим,194.0,101.0,85,м,продавец,454000,0,0,0
Шилов Ростислав,173.0,62.0,23,м,врач,176000,0,0,1
Зиновьев Геннадий,191.0,77.0,82,м,продавец,407000,0,0,0
Туров Аркадий,187.0,75.0,49,м,бухгалтер,493000,0,0,1
Кононов Виссарион,183.0,66.0,41,м,врач,372000,0,0,1
Самсонов Иван,170.0,84.0,71,м,продавец,53000,0,0,0
Миронов Ярослав,175.0,92.0,58,м,преподаватель,368000,0,0,0
Буров Дамир,188.0,95.0,45,м,инженер,26000,0,0,0
Бобров Аким,191.0,74.0,55,м,преподаватель,444000,0,0,1
Фомин Тарас,171.0,63.0,69,м,студент,94000,0,0,0
Назаров Пётр,192.0,113.0,26,м,преподаватель,497000,0,0,1
Анисимов Никодим,190.0,80.0,44,м,врач,166000,0,0,0
Михеев Рустам,173.0,83.0,40,м,преподаватель,84000,0,0,0
Зуев Ринат,174.0,65.0,80,м,бухгалтер,243000,0,0,1
Терентьев Аполлинарий,167.0,65.0,80,м,инженер,268000,0,0,1
Куликов Родион,177.0,108.0,34,м,преподаватель,214000,0,0,2
Муравьёв Дамир,188.0,115.0,49,м,автослесарь,380000,0,0,0
Зиновьев Вадим,181.0,106.0,59,м,преподаватель,219000,0,0,0
Антонов Наум,166.0,115.0,67,м,автослесарь,101000,0,0,0
Сафонов Иван,170.0,102.0,52,м,продавец,196000,0,0,0
Кондратьев Вилен,171.0,56.0,62,м,преподаватель,46000,0,0,0
Капустин Терентий,170.0,81.0,89,м,студент,356000,0,0,0
Лихачёв Ярослав,168.0,56.0,26,м,инженер,385000,0,0,1
Молчанов Макарий,174.0,66.0,45,м,бухгалтер,163000,0,0,0
Анисимов Севастьян,191.0,98.0,77,м,студент,362000,0,0,0
Комиссаров Августин,168.0,53.0,37,м,сантехник,125000,0,0,0
Филатов Евгений,185.0,50.0,49,м,сантехник,422000,0,0,0
Рожков Игнатий,174.52731681034481,112.0,81,м,программист,455000,1,0,1
Ершов Антоний,189.0,98.0,59,м,бухгалтер,122000,0,0,1
Громов Никанор,182.0,86.0,63,м,сантехник,85000,0,0,0
Коновалов Григорий,174.52731681034481,117.0,39,м,автослесарь,345000,1,0,1
Блохин Иеремия,192.0,79.0,38,м,сантехник,57000,0,0,0
Белов Пётр,167.0,118.0,88,м,инженер,103000,0,0,1
Трофимов Евстахий,174.52731681034481,71.38074499154582,55,м,бухгалтер,376000,1,1,0
Медведев Анисий,179.0,100.0,84,м,продавец,390000,0,0,0
Денисов Дамир,185.0,54.0,38,м,сантехник,232000,0,0,1
Мамонтов Филипп,187.0,63.0,61,м,сантехник,428000,0,0,0
Гришин Глеб,176.0,71.38074499154582,62,м,программист,285000,0,1,0
Пестов Никита,181.0,64.0,23,м,продавец,470000,0,0,0
Гуляев Севастьян,182.0,101.0,20,м,программист,292000,0,0,0
Михайлов Герман,184.0,50.0,19,м,студент,196000,0,0,1
Муравьёв Артур,179.0,51.0,30,м,бухгалтер,399000,0,0,0
Андреев Кир,174.0,97.0,69,м,инженер,297000,0,0,0
Горшков Никита,169.0,94.0,88,м,сантехник,62000,0,0,1
Мухин Юлиан,167.0,97.0,40,м,преподаватель,231000,0,0,1
Абрамов Мирослав,180.0,75.0,53,м,сантехник,476000,0,0,1
Бобров Олег,188.0,105.0,46,м,врач,469000,0,0,0
Шубин Кир,168.0,95.0,21,м,преподаватель,138000,0,0,1
Коновалов Сергей,186.0,93.0,44,м,автослесарь,461000,0,0,0
Кабанов Вилен,194.0,79.0,53,м,бухгалтер,322000,0,0,0
Фомичёв Августин,187.0,114.0,19,м,автослесарь,268000,0,0,0
Мартынов Денис,181.0,93.0,74,м,студент,391000,0,0,0
Ситников Егорий,171.0,117.0,64,м,преподаватель,333000,0,0,1
Архипов Касьян,193.0,110.0,80,м,автослесарь,411000,0,0,0
Алексеев Анисий,180.0,76.0,82,м,инженер,67000,0,0,0
Емельянов Кузьма,185.0,61.0,81,м,врач,377000,0,0,0
Борисов Влас,165.0,107.0,52,м,инженер,112000,0,0,0
Козлов Денис,183.0,99.0,18,м,студент,213000,0,0,2
Соболев Данислав,189.0,116.0,65,м,программист,349000,0,0,0
Зуев Тимур,166.0,110.0,64,м,врач,56000,0,0,0
Титов Фёдор,187.0,106.0,51,м,программист,23000,0,0,1
Селезнёв Клим,189.0,103.0,40,м,бухгалтер,478000,0,0,1
Владимиров Фаддей,176.0,77.0,65,м,автослесарь,343000,0,0,1
Савин Фёдор,183.0,85.0,81,м,студент,41000,0,0,1
Жданов Архип,184.0,71.38074499154582,27,м,студент,207000,0,1,2
Титов Захар,189.0,114.0,51,м,инженер,381000,0,0,1
Никитин Терентий,190.0,81.0,47,м,инженер,489000,0,0,0
Фомин Арсен,182.0,73.0,38,м,врач,496000,0,0,0
Елисеев Арсений,171.0,71.38074499154582,54,м,преподаватель,285000,0,1,0
Федосеев Евгений,174.52731681034481,50.0,66,м,бухгалтер,362000,1,0,0
Шарапов Архип,178.0,98.0,57,м,сантехник,318000,0,0,1
Ильин Яромир,168.0,69.0,43,м,бухгалтер,435000,0,0,0
Антонов Артур,172.0,99.0,75,м,программист,202000,0,0,0
Горшков Влас,183.0,54.0,28,м,врач,172000,0,0,0
Воронцов Мартын,171.0,50.0,29,м,продавец,161000,0,0,3
Куликов Георгий,186.0,115.0,86,м,автослесарь,99000,0,0,1
Белозёров Фаддей,174.52731681034481,115.0,78,м,врач,257000,1,0,0
Авдеев Рустам,172.0,98.0,69,м,студент,85000,0,0,0
Белов Марк,166.0,91.0,42,м,бухгалтер,322000,0,0,0
Ширяев Алексей,187.0,60.0,27,м,бухгалтер,171000,0,0,0
Константинов Климент,174.52731681034481,106.0,89,м,студент,309000,1,0,0
Петухов Савелий,173.0,72.0,64,м,инженер,341000,0,0,0
Богданов Антон,182.0,59.0,53,м,врач,372000,0,0,0
Захаров Иван,194.0,89.0,77,м,студент,415000,0,0,0
Поляков Пётр,187.0,105.0,28,м,студент,20000,0,0,0
Афанасьев Иван,176.0,104.0,18,м,бухгалтер,188000,0,0,1
Игнатов Герасим,179.0,50.0,89,м,студент,171000,0,0,1
Копылов Зорийй,191.0,92.0,54,м,сантехник,193000,0,0,1
Данилов Семён,185.0,102.0,48,м,студент,82000,0,0,0
Новиков Алексей,174.0,58.0,43,м,преподаватель,61000,0,0,1
Калинин Никита,185.0,95.0,75,м,сантехник,153000,0,0,0
Терентьев Мартын,192.0,115.0,31,м,инженер,90000,0,0,0
Захаров Олег,177.0,117.0,65,м,инженер,240000,0,0,0
Дементьев Викентий,167.0,71.38074499154582,29,м,преподаватель,65000,0,1,0
Аксёнов Никифор,190.0,53.0,76,м,автослесарь,498000,0,0,0
Денисов Егор,191.0,69.0,86,м,врач,479000,0,0,0
Яковлев Рустам,194.0,102.0,81,м,автослесарь,421000,0,0,0
Белоусов Анатолий,182.0,100.0,83,м,автослесарь,239000,0,0,0
Ширяев Николай,187.0,119.0,58,м,программист,345000,0,0,1
Доронин Максим,171.0,106.0,79,м,автослесарь,311000,0,0,1
Емельянов Данислав,182.0,87.0,21,м,автослесарь,321000,0,0,0
Королёв Макарий,181.0,108.0,21,м,инженер,341000,0,0,0
Давыдов Борислав,192.0,85.0,29,м,программист,336000,0,0,1
Абрамов Аркадий,171.0,50.0,25,м,врач,180000,0,0,0
Денисов Илларион,193.0,104.0,86,м,врач,15000,0,0,2
Панфилов Родион,179.0,104.0,18,м,инженер,356000,0,0,0
Русаков Харитон,187.0,108.0,61,м,бухгалтер,324000,0,0,0
Лобанов Анатолий,176.0,111.0,30,м,студент,499000,0,0,0
Родионов Роман,171.0,93.0,33,м,бухгалтер,193000,0,0,1
Давыдов Назар,188.0,72.0,39,м,врач,284000,0,0,0
Кулаков Юлиан,165.0,73.0,45,м,автослесарь,186000,0,0,1
Носков Кирилл,188.0,103.0,55,м,продавец,26000,0,0,0
Пахомов Евстахий,165.0,109.0,81,м,автослесарь,34000,0,0,2
Кулагин Ян,194.0,108.0,41,м,автослесарь,340000,0,0,2
Сафонов Бенедикт,170.0,55.0,34,м,программист,475000,0,0,0
Ильин Архип,165.0,75.0,33,м,продавец,366000,0,0,0
Фокин Станислав,187.0,104.0,83,м,инженер,397000,0,0,0
Никитин Борислав,192.0,71.38074499154582,88,м,сантехник,312000,0,1,0
Калашников Виссарион,191.0,77.0,21,м,врач,165000,0,0,1
Воронов Лев,175.0,55.0,30,м,врач,487000,0,0,1
Кулагин Артур,194.0,71.0,33,м,преподаватель,78000,0,0,2
Соколов Ярослав,167.0,96.0,80,м,бухгалтер,379000,0,0,1
Дмитриев Эльдар,188.0,79.0,39,м,продавец,397000,0,0,0
Лазарев Григорий,188.0,71.38074499154582,46,м,преподаватель,259000,0,1,0
Крылов Матвей,174.0,51.0,23,м,студент,472000,0,0,0
Куликов Дмитрий,186.0,69.0,40,м,сантехник,112000,0,0,0
Зайцев Осип,182.0,112.0,83,м,автослесарь,334000,0,0,1
Сафонов Филипп,185.0,107.0,73,м,врач,238000,0,0,0
Фокин Диомид,171.0,97.0,86,м,бухгалтер,473000,0,0,0
Лапин Анфим,185.0,88.0,46,м,преподаватель,74000,0,0,0
Журавлёв Юлий,183.0,56.0,34,м,студент,146000,0,0,0
Одинцов Матвей,177.0,75.0,86,м,инженер,333000,0,0,0
Игнатов Еремей,189.0,70.0,77,м,программист,90000,0,0,1
Некрасов Фаддей,194.0,71.38074499154582,75,м,инженер,118000,0,1,0
Пестов Артур,184.0,109.0,78,м,бухгалтер,42000,0,0,0
Андреев Иван,175.0,97.0,66,м,врач,330000,0,0,1
Иванков Антон,179.0,58.0,88,м,программист,13000,0,0,0
Большаков Зиновий,175.0,114.0,30,м,автослесарь,250000,0,0,0
Егоров Егорий,181.0,61.0,83,м,сантехник,274000,0,0,0
Соколов Касьян,177.0,118.0,88,м,врач,443000,0,0,1
Родионов Кондрат,165.0,100.0,51,м,студент,283000,0,0,0
Богданов Арсен,180.0,118.0,57,м,бухгалтер,19000,0,0,0
Миронов Герман,174.52731681034481,55.0,27,м,врач,357000,1,0,0
Ильин Казимир,172.0,56.0,46,м,преподаватель,444000,0,0,0
Елисеев Серафим,173.0,85.0,68,м,сантехник,45000,0,0,0
Баранов Марат,183.0,82.0,18,м,инженер,352000,0,0,1
Воронцов Леонид,170.0,77.0,33,м,продавец,387000,0,0,0
Ершов Никола,182.0,51.0,29,м,автослесарь,490000,0,0,0
Самсонов Никодим,186.0,88.0,61,м,продавец,343000,0,0,0
Беляев Добрыня,165.0,91.0,87,м,инженер,103000,0,0,0
Кондратьев Иероним,172.0,53.0,18,м,преподаватель,277000,0,0,1
Назаров Денис,187.0,89.0,23,м,сантехник,99000,0,0,0
Субботин Ростислав,192.0,56.0,53,м,бухгалтер,430000,0,0,1
Селезнёв Владлен,194.0,94.0,86,м,бухгалтер,211000,0,0,3
Гущин Дамир,182.0,66.0,61,м,студент,227000,0,0,0
Корнилов Фёдор,168.0,94.0,61,м,программист,404000,0,0,0
Сафонов Феликс,184.0,55.0,18,м,врач,407000,0,0,0
Фомин Савелий,194.0,79.0,34,м,врач,49000,0,0,0
Калашников Юлиан,170.0,68.0,33,м,врач,397000,0,0,0
Ермаков Леонид,191.0,88.0,69,м,программист,285000,0,0,0
Рогов Марк,174.52731681034481,113.0,64,м,программист,272000,1,0,0
Гуляев Сергей,186.0,61.0,62,м,продавец,392000,0,0,0
Бобров Кондрат,180.0,52.0,30,м,программист,20000,0,0,1
Мясников Флор,168.0,67.0,72,м,врач,274000,0,0,1
Васильев Андрей,178.0,66.0,24,м,студент,402000,0,0,0
Давыдов Валентин,192.0,72.0,29,м,программист,149000,0,0,0
Коновалов Платон,170.0,74.0,77,м,продавец,218000,0,0,0
